entry_time,exit_time,signal,entry_price,stop_loss,tp1,tp2,tp3,lot_size,risk_usd,outcome,net_pnl,r_multiple,tp1_hit,tp2_hit,bars_held,balance,bias,soft_score
2023-11-21 15:45:00,2023-11-22 17:15:00,long,1997.54,1990.7,2007.8,2014.64,2024.9,0.04,27.36,sl,-29.64,-1.083,False,False,98,9975.18,bullish,3
2023-11-28 15:45:00,2023-11-28 18:15:00,long,2021.4,2014.85,2031.23,2037.78,2047.6,0.04,26.2,sl_after_tp2,49.68,1.896,True,True,10,10024.86,bullish,3
2023-11-29 06:45:00,2023-11-29 09:30:00,long,2046.2,2041.2,2053.7,2058.7,2066.2,0.05,25.0,sl,-27.85,-1.114,False,False,11,9997.01,bullish,2
2023-11-29 13:45:00,2023-11-29 16:30:00,long,2040.05,2036.7,2045.07,2048.42,2053.45,0.07,23.45,sl_after_tp1,15.33,0.654,True,False,11,10012.34,bullish,2
2023-12-04 06:00:00,2023-12-04 09:30:00,long,2083.81,2073.26,2099.63,2110.18,2126.01,0.02,21.1,sl,-22.24,-1.054,False,False,14,9990.1,bullish,2
2023-12-04 10:45:00,2023-12-04 15:30:00,long,2069.68,2060.94,2082.79,2091.53,2104.64,0.03,26.22,sl,-27.93,-1.065,False,False,19,9962.17,bullish,2
2023-12-12 06:00:00,2023-12-12 15:30:00,long,1985.98,1982.38,1991.38,1994.98,2000.38,0.07,25.2,sl_after_tp2,48.0,1.905,True,True,38,10010.17,bullish,2
2023-12-14 06:00:00,2023-12-14 15:15:00,long,2031.22,2026.64,2038.09,2042.67,2049.54,0.05,22.9,sl_after_tp1,15.57,0.68,True,False,37,10025.74,bullish,2
2023-12-14 16:00:00,2023-12-14 16:30:00,long,2037.9,2032.43,2046.11,2051.58,2059.78,0.05,27.35,sl_after_tp1,18.92,0.692,True,False,2,10044.66,bullish,2
2023-12-15 06:00:00,2023-12-15 15:30:00,long,2036.53,2032.95,2041.9,2045.48,2050.85,0.07,25.06,sl_after_tp1,16.56,0.661,True,False,38,10061.22,bullish,2
2023-12-22 13:30:00,2023-12-22 17:30:00,long,2061.65,2055.87,2070.32,2076.1,2084.77,0.04,23.12,sl_after_tp1,16.06,0.695,True,False,16,10077.28,bullish,3
2024-01-02 06:00:00,2024-01-02 16:30:00,long,2070.28,2063.92,2079.82,2086.18,2095.72,0.04,25.44,sl,-27.72,-1.09,False,False,42,10049.56,bullish,2
2024-01-09 06:00:00,2024-01-09 07:30:00,long,2033.6,2030.36,2038.46,2041.7,2046.56,0.08,25.92,sl,-30.48,-1.176,False,False,6,10019.08,bullish,2
2024-01-09 10:00:00,2024-01-09 15:15:00,long,2032.57,2028.68,2038.4,2042.29,2048.13,0.06,23.34,sl_after_tp1,15.57,0.667,True,False,21,10034.65,bullish,3
2024-01-09 15:45:00,2024-01-09 17:45:00,long,2038.55,2032.33,2047.88,2054.1,2063.43,0.04,24.88,sl,-27.16,-1.092,False,False,8,10007.49,bullish,2
2024-01-12 13:00:00,2024-01-12 14:00:00,long,2045.09,2041.24,2050.86,2054.71,2060.49,0.06,23.1,sl_after_tp1,15.39,0.666,True,False,4,10022.88,bullish,3
2024-01-15 06:00:00,2024-01-15 17:00:00,long,2055.23,2050.55,2062.25,2066.93,2073.95,0.05,23.4,sl,-26.25,-1.122,False,False,44,9996.63,bullish,3
2024-01-26 06:00:00,2024-01-26 17:00:00,long,2021.52,2017.3,2027.85,2032.07,2038.4,0.06,25.32,sl,-28.74,-1.135,False,False,44,9967.89,bullish,2
2024-01-30 16:30:00,2024-01-30 17:00:00,long,2046.98,2041.16,2055.71,2061.53,2070.26,0.04,23.28,sl,-25.56,-1.098,False,False,2,9942.33,bullish,3
2024-01-31 09:30:00,2024-01-31 16:30:00,long,2036.54,2033.18,2041.58,2044.94,2049.98,0.07,23.52,tp3,50.11,2.13,True,True,28,9992.44,bullish,3
2024-01-31 16:45:00,2024-01-31 21:00:00,long,2051.68,2042.58,2065.33,2074.43,2088.08,0.03,27.3,sl,-29.01,-1.063,False,False,17,9963.43,bullish,3
2024-02-02 07:15:00,2024-02-02 11:45:00,long,2056.05,2052.69,2061.09,2064.45,2069.49,0.07,23.52,sl,-27.51,-1.17,False,False,18,9935.92,bullish,2
2024-02-15 11:45:00,2024-02-15 15:30:00,long,1996.36,1992.81,2001.68,2005.23,2010.56,0.07,24.85,sl_after_tp1,16.38,0.659,True,False,15,9952.3,bullish,2
2024-02-15 15:45:00,2024-02-16 15:30:00,long,2003.69,1996.18,2014.95,2022.47,2033.73,0.03,22.53,sl,-24.24,-1.076,False,False,91,9928.06,bullish,3
2024-02-19 11:15:00,2024-02-19 18:00:00,long,2019.51,2013.8,2028.08,2033.78,2042.35,0.04,22.84,sl,-25.12,-1.1,False,False,27,9902.94,bullish,1
2024-02-20 15:30:00,2024-02-20 22:00:00,long,2029.62,2024.09,2037.92,2043.44,2051.74,0.04,22.12,sl,-24.4,-1.103,False,False,26,9878.54,bullish,3
2024-02-22 10:00:00,2024-02-22 11:15:00,long,2033.89,2030.56,2038.89,2042.22,2047.21,0.07,23.31,sl,-27.3,-1.171,False,False,5,9851.24,bullish,3
2024-02-22 14:00:00,2024-02-22 15:15:00,long,2029.17,2026.1,2033.78,2036.85,2041.45,0.08,24.56,sl,-29.12,-1.186,False,False,5,9822.12,bullish,2
2024-02-26 06:00:00,2024-02-26 16:00:00,long,2032.36,2027.63,2039.45,2044.18,2051.28,0.05,23.65,sl,-26.5,-1.121,False,False,40,9795.62,bullish,2
2024-02-29 15:45:00,2024-03-01 20:45:00,long,2047.52,2032.15,2070.57,2085.94,2109.0,0.02,30.74,sl_after_tp2,60.17,1.957,True,True,112,9855.79,bullish,3
2024-03-04 09:00:00,2024-03-04 13:45:00,long,2084.96,2081.96,2089.46,2092.46,2096.96,0.08,24.0,sl,-28.56,-1.19,False,False,19,9827.23,bullish,3
2024-03-04 16:00:00,2024-03-04 18:00:00,long,2092.05,2083.93,2104.23,2112.35,2124.53,0.03,24.36,sl_after_tp2,48.34,1.985,True,True,8,9875.57,bullish,3
2024-03-05 10:15:00,2024-03-05 15:30:00,long,2120.95,2115.05,2129.8,2135.7,2144.55,0.04,23.6,sl_after_tp2,49.07,2.079,True,True,21,9924.64,bullish,3
2024-03-06 16:45:00,2024-03-06 17:00:00,long,2144.87,2137.46,2155.98,2163.39,2174.51,0.03,22.23,sl,-23.94,-1.077,False,False,1,9900.7,bullish,3
2024-03-08 15:45:00,2024-03-12 16:00:00,long,2171.18,2153.89,2197.11,2214.4,2240.34,0.01,17.29,sl,-17.86,-1.033,False,False,189,9882.84,bullish,3
2024-03-21 06:00:00,2024-03-21 15:45:00,long,2202.86,2196.57,2212.3,2218.59,2228.02,0.04,25.16,sl,-27.44,-1.091,False,False,39,9855.4,bullish,2
2024-03-25 06:00:00,2024-03-25 08:30:00,long,2170.73,2165.18,2179.06,2184.61,2192.93,0.04,22.2,sl,-24.48,-1.103,False,False,10,9830.92,bullish,2
2024-03-28 10:00:00,2024-03-28 12:15:00,long,2193.03,2189.6,2198.18,2201.61,2206.75,0.07,24.01,tp3,51.26,2.135,True,True,9,9882.18,bullish,2
2024-03-28 14:30:00,2024-03-28 22:45:00,long,2207.46,2196.84,2223.39,2234.01,2249.94,0.02,21.24,sl_after_tp2,41.08,1.934,True,True,33,9923.26,bullish,2
2024-04-01 06:45:00,2024-04-01 10:45:00,long,2264.43,2257.2,2275.27,2282.51,2293.35,0.03,21.69,sl,-23.4,-1.079,False,False,16,9899.86,bullish,3
2024-04-01 13:45:00,2024-04-01 17:00:00,long,2247.78,2239.03,2260.91,2269.66,2282.78,0.03,26.25,sl,-27.96,-1.065,False,False,13,9871.9,bullish,2
2024-04-02 11:15:00,2024-04-02 13:00:00,long,2261.43,2255.3,2270.62,2276.75,2285.95,0.04,24.52,sl,-26.8,-1.093,False,False,7,9845.1,bullish,3
2024-04-03 06:15:00,2024-04-03 10:00:00,long,2284.02,2278.41,2292.44,2298.05,2306.46,0.04,22.44,sl,-24.72,-1.102,False,False,15,9820.38,bullish,2
2024-04-03 10:15:00,2024-04-03 19:15:00,long,2272.72,2265.4,2283.7,2291.02,2302.0,0.03,21.96,sl_after_tp2,42.13,1.919,True,True,36,9862.51,bullish,1
2024-04-08 06:15:00,2024-04-08 15:15:00,long,2343.43,2323.71,2373.01,2392.73,2422.31,0.01,19.72,sl,-20.29,-1.029,False,False,36,9842.22,bullish,2
2024-04-08 15:30:00,2024-04-09 04:30:00,long,2325.61,2316.99,2338.54,2347.16,2360.09,0.03,25.86,sl_after_tp2,49.21,1.903,True,True,48,9891.43,bullish,2
2024-04-09 10:15:00,2024-04-09 18:45:00,long,2352.29,2343.3,2365.77,2374.76,2388.25,0.03,26.97,sl,-28.68,-1.063,False,False,34,9862.75,bullish,3
2024-04-12 06:30:00,2024-04-12 16:30:00,long,2384.54,2377.57,2395.0,2401.96,2412.42,0.04,27.88,sl_after_tp2,53.28,1.911,True,True,40,9916.03,bullish,2
2024-04-16 07:30:00,2024-04-16 09:30:00,long,2384.4,2377.33,2395.0,2402.08,2412.68,0.04,28.28,sl,-30.56,-1.081,False,False,8,9885.47,bullish,2
